,ECLO
29283,11
29284,10
29285,1
29286,3
29287,2
29288,8
29289,3
29290,12
29291,3
29292,3
29293,5
29294,5
29295,3
29296,5
29297,3
29298,6
29299,3
29300,3
29301,3
29302,3
29303,10
29304,3
29305,3
29306,3
29307,1
29308,5
29309,6
29310,3
29311,5
29312,3
29313,3
29314,5
29315,5
29316,6
29317,3
29318,5
29319,3
29320,5
29321,3
29322,3
29323,6
29324,3
29325,5
29326,3
29327,3
29328,3
29329,4
29330,5
29331,4
29332,6
29333,3
29334,3
29335,5
29336,9
29337,6
29338,6
29339,12
29340,3
29341,6
29342,1
29343,3
29344,1
29345,6
29346,6
29347,3
29348,3
29349,4
29350,45
29351,3
29352,5
29353,1
29354,5
29355,6
29356,3
29357,3
29358,5
29359,3
29360,3
29361,1
29362,3
29363,8
29364,3
29365,3
29366,3
29367,3
29368,7
29369,3
29370,5
29371,1
29372,9
29373,3
29374,6
29375,6
29376,3
29377,5
29378,6
29379,9
29380,1
29381,1
29382,5
29383,3
29384,3
29385,3
29386,3
29387,3
29388,6
29389,3
29390,3
29391,6
29392,4
29393,3
29394,3
29395,5
29396,3
29397,4
29398,5
29399,5
29400,1
29401,3
29402,5
29403,3
29404,3
29405,3
29406,3
29407,3
29408,3
29409,3
29410,6
29411,3
29412,5
29413,3
29414,9
29415,3
29416,3
29417,3
29418,3
29419,16
29420,5
29421,5
29422,3
29423,6
29424,3
29425,8
29426,3
29427,3
29428,3
29429,11
29430,1
29431,3
29432,6
29433,5
29434,5
29435,3
29436,5
29437,6
29438,3
29439,3
29440,3
29441,5
29442,5
29443,3
29444,9
29445,7
29446,3
29447,3
29448,6
29449,3
29450,12
29451,6
29452,6
29453,8
29454,9
29455,3
29456,9
29457,6
29458,1
29459,3
29460,3
29461,6
29462,3
29463,3
29464,3
29465,3
29466,3
29467,3
29468,4
29469,1
29470,5
29471,9
29472,5
29473,15
29474,6
29475,8
29476,3
29477,6
29478,3
29479,3
29480,1
29481,5
29482,8
29483,5
29484,3
29485,10
29486,3
29487,3
29488,3
29489,3
29490,3
29491,3
29492,3
29493,3
29494,14
29495,3
29496,4
29497,16
29498,5
29499,5
29500,6
29501,9
29502,12
29503,5
29504,5
29505,3
29506,8
29507,13
29508,5
29509,8
29510,3
29511,3
29512,7
29513,5
29514,3
29515,3
29516,3
29517,6
29518,3
29519,3
29520,3
29521,5
29522,3
29523,1
29524,5
29525,5
29526,9
29527,1
29528,11
29529,6
29530,3
29531,3
29532,3
29533,1
29534,3
29535,3
29536,3
29537,5
29538,3
29539,3
29540,5
29541,12
29542,5
29543,5
29544,3
29545,3
29546,1
29547,3
29548,3
29549,3
29550,3
29551,3
29552,3
29553,3
29554,8
29555,3
29556,3
29557,9
29558,3
29559,3
29560,8
29561,3
29562,1
29563,3
29564,6
29565,6
29566,5
29567,3
29568,6
29569,5
29570,3
29571,6
29572,5
29573,1
29574,3
29575,3
29576,3
29577,6
29578,5
29579,3
29580,6
29581,6
29582,6
29583,3
29584,3
29585,6
29586,3
29587,3
29588,6
29589,3
29590,1
29591,3
29592,3
29593,3
29594,5
29595,3
29596,3
29597,1
29598,5
29599,3
29600,3
29601,3
29602,13
29603,3
29604,3
29605,3
29606,5
29607,9
29608,3
29609,5
29610,8
29611,3
29612,3
29613,4
29614,3
29615,5
29616,3
29617,3
29618,19
29619,5
29620,3
29621,6
29622,6
29623,6
29624,3
29625,6
29626,3
29627,5
29628,6
29629,5
29630,5
29631,3
29632,3
29633,3
29634,5
29635,9
29636,5
29637,3
29638,3
29639,12
29640,3
29641,9
29642,5
29643,5
29644,3
29645,3
29646,6
29647,3
29648,3
29649,3
29650,9
29651,11
29652,3
29653,3
29654,6
29655,13
29656,3
29657,9
29658,3
29659,6
29660,12
29661,3
29662,3
29663,6
29664,3
29665,3
29666,10
29667,3
29668,6
29669,3
29670,3
29671,3
29672,3
29673,3
29674,6
29675,8
29676,6
29677,3
29678,3
29679,3
29680,3
29681,5
29682,3
29683,6
29684,5
29685,5
29686,3
29687,3
29688,5
29689,8
29690,3
29691,5
29692,3
29693,3
29694,6
29695,3
29696,5
29697,3
29698,5
29699,6
29700,8
29701,3
29702,5
29703,11
29704,3
29705,3
29706,1
29707,1
29708,3
29709,3
29710,6
29711,9
29712,12
29713,5
29714,3
29715,6
29716,6
29717,4
29718,3
29719,3
29720,12
29721,8
29722,14
29723,9
29724,6
29725,12
29726,20
29727,6
29728,9
29729,3
29730,6
29731,11
29732,3
29733,5
29734,3
29735,6
29736,3
29737,3
29738,3
29739,15
29740,3
29741,3
29742,3
29743,3
29744,10
29745,3
29746,3
29747,10
29748,3
29749,3
29750,3
29751,6
29752,1
29753,3
29754,14
29755,5
29756,3
29757,3
29758,3
29759,3
29760,8
29761,3
29762,4
29763,1
29764,3
29765,6
29766,3
29767,3
29768,3
29769,5
29770,3
29771,3
29772,4
29773,3
29774,3
29775,5
29776,3
29777,12
29778,6
29779,3
29780,3
29781,3
29782,9
29783,3
29784,3
29785,3
29786,3
29787,3
29788,9
29789,3
29790,3
29791,3
29792,3
29793,3
29794,3
29795,3
29796,1
29797,3
29798,3
29799,3
29800,3
29801,10
29802,5
29803,3
29804,5
29805,8
29806,3
29807,3
29808,5
29809,3
29810,3
29811,3
29812,6
29813,5
29814,3
29815,3
29816,3
29817,3
29818,4
29819,15
29820,3
29821,3
29822,3
29823,3
29824,6
29825,5
29826,8
29827,9
29828,5
29829,8
29830,3
29831,3
29832,3
29833,3
29834,3
29835,3
29836,5
29837,3
29838,5
29839,3
29840,3
29841,3
29842,8
29843,5
29844,3
29845,5
29846,3
29847,5
29848,3
29849,9
29850,8
29851,3
29852,3
29853,8
29854,3
29855,5
29856,3
29857,3
29858,6
29859,5
29860,3
29861,5
29862,3
29863,3
29864,3
29865,3
29866,3
29867,4
29868,3
29869,8
29870,3
29871,7
29872,3
29873,3
29874,5
29875,3
29876,3
29877,3
29878,3
29879,6
29880,3
29881,3
29882,15
29883,3
29884,3
29885,3
29886,3
29887,6
29888,18
29889,3
29890,3
29891,3
29892,6
29893,1
29894,3
29895,6
29896,15
29897,3
29898,6
29899,3
29900,3
29901,3
29902,6
29903,3
29904,3
29905,9
29906,3
29907,3
29908,5
29909,3
29910,3
29911,3
29912,1
29913,6
29914,5
29915,6
29916,6
29917,3
29918,3
29919,9
29920,3
29921,3
29922,3
29923,3
29924,6
29925,3
29926,8
29927,3
29928,3
29929,5
29930,3
29931,5
29932,3
29933,3
29934,3
29935,5
29936,5
29937,5
29938,11
29939,3
29940,3
29941,9
29942,3
29943,6
29944,13
29945,1
29946,1
29947,1
29948,5
29949,5
29950,3
29951,10
29952,5
29953,3
29954,5
29955,3
29956,1
29957,3
29958,3
29959,3
29960,5
29961,5
29962,6
29963,3
29964,11
29965,5
29966,3
29967,5
29968,3
29969,5
29970,5
29971,5
29972,15
29973,5
29974,2
29975,3
29976,4
29977,3
29978,3
29979,3
29980,8
29981,7
29982,3
29983,15
29984,3
29985,11
29986,9
29987,3
29988,3
29989,3
29990,3
29991,5
29992,3
29993,3
29994,3
29995,5
29996,6
29997,5
29998,3
29999,3
30000,3
30001,6
30002,52
30003,6
30004,6
30005,3
30006,3
30007,5
30008,10
30009,6
30010,6
30011,3
30012,5
30013,6
30014,5
30015,3
30016,3
30017,3
30018,3
30019,3
30020,3
30021,3
30022,15
30023,3
30024,5
30025,6
30026,3
30027,3
30028,3
30029,6
30030,3
30031,10
30032,3
30033,8
30034,3
30035,3
30036,3
30037,3
30038,9
30039,3
30040,3
30041,5
30042,5
30043,12
30044,3
30045,1
30046,3
30047,3
30048,3
30049,3
30050,6
30051,3
30052,3
30053,1
30054,3
30055,3
30056,1
30057,3
30058,3
30059,3
30060,3
30061,3
30062,10
30063,5
30064,9
30065,5
30066,3
30067,3
30068,3
30069,5
30070,1
30071,3
30072,4
30073,12
30074,5
30075,3
30076,3
30077,5
30078,3
30079,3
30080,3
30081,12
30082,3
30083,5
30084,3
30085,6
30086,3
30087,3
30088,3
30089,11
30090,5
30091,6
30092,3
30093,5
30094,18
30095,5
30096,5
30097,3
30098,5
30099,3
30100,3
30101,10
30102,3
30103,1
30104,5
30105,3
30106,3
30107,1
30108,7
30109,6
30110,8
30111,3
30112,5
30113,9
30114,5
30115,3
30116,3
30117,3
30118,3
30119,3
30120,4
30121,5
30122,6
30123,3
30124,3
30125,1
30126,3
30127,8
30128,3
30129,9
30130,3
30131,3
30132,3
30133,5
30134,3
30135,9
30136,9
30137,3
30138,3
30139,6
30140,9
30141,5
30142,5
30143,6
30144,1
30145,3
30146,1
30147,3
30148,9
30149,3
30150,3
30151,3
30152,3
30153,1
30154,3
30155,5
30156,1
30157,1
30158,3
30159,3
30160,3
30161,1
30162,7
30163,6
30164,1
30165,3
30166,5
30167,3
30168,3
30169,5
30170,3
30171,13
30172,5
30173,3
30174,6
30175,3
30176,3
30177,3
30178,9
30179,1
30180,3
30181,3
30182,12
30183,3
30184,12
30185,3
30186,5
30187,3
30188,3
30189,3
30190,3
30191,3
30192,6
30193,5
30194,3
30195,6
30196,5
30197,1
30198,3
30199,9
30200,3
30201,3
30202,3
30203,6
30204,12
30205,6
30206,3
30207,6
30208,3
30209,5
30210,4
30211,10
30212,5
30213,6
30214,3
30215,3
30216,8
30217,9
30218,3
30219,3
30220,3
30221,9
30222,3
30223,9
30224,9
30225,8
30226,9
30227,15
30228,3
30229,6
30230,3
30231,9
30232,6
30233,3
30234,9
30235,1
30236,3
30237,3
30238,8
30239,3
30240,8
30241,3
30242,4
30243,13
30244,3
30245,3
30246,3
30247,5
30248,3
30249,3
30250,1
30251,3
30252,3
30253,6
30254,5
30255,3
30256,3
30257,3
30258,3
30259,13
30260,3
30261,3
30262,3
30263,3
30264,6
30265,5
30266,3
30267,3
30268,3
30269,16
30270,5
30271,3
30272,3
30273,6
30274,3
30275,5
30276,3
30277,3
30278,5
30279,5
30280,3
30281,3
30282,3
30283,3
30284,5
30285,6
30286,3
30287,5
30288,1
30289,3
30290,1
30291,6
30292,10
30293,10
30294,3
30295,1
30296,5
30297,12
30298,3
30299,3
30300,5
30301,5
30302,3
30303,3
30304,1
30305,5
30306,3
30307,3
30308,5
30309,3
30310,3
30311,3
30312,9
30313,5
30314,3
30315,3
30316,5
30317,3
30318,3
30319,5
30320,5
30321,4
30322,5
30323,3
30324,3
30325,9
30326,9
30327,5
30328,3
30329,3
30330,9
30331,3
30332,3
30333,5
30334,3
30335,3
30336,11
30337,5
30338,5
30339,4
30340,3
30341,3
30342,6
30343,5
30344,3
30345,3
30346,5
30347,15
30348,9
30349,3
30350,3
30351,8
30352,3
30353,3
30354,10
30355,1
30356,3
30357,5
30358,9
30359,3
30360,1
30361,1
30362,3
30363,5
30364,3
30365,3
30366,32
30367,3
30368,6
30369,6
30370,5
30371,24
30372,3
30373,5
30374,3
30375,3
30376,5
30377,3
30378,3
30379,3
30380,5
30381,3
30382,3
30383,3
30384,3
30385,1
30386,3
30387,3
30388,3
30389,3
30390,5
30391,4
30392,3
30393,3
30394,3
30395,5
30396,3
30397,5
30398,5
30399,3
30400,3
30401,15
30402,4
30403,6
30404,9
30405,3
30406,6
30407,6
30408,3
30409,5
30410,3
30411,3
30412,3
30413,3
30414,6
30415,5
30416,3
30417,1
30418,3
30419,6
30420,5
30421,4
30422,3
30423,1
30424,3
30425,3
30426,3
30427,7
30428,3
30429,5
30430,3
30431,3
30432,3
30433,12
30434,3
30435,5
30436,5
30437,3
30438,14
30439,5
30440,3
30441,3
30442,5
30443,3
30444,5
30445,3
30446,3
30447,6
30448,3
30449,7
30450,12
30451,3
30452,3
30453,3
30454,9
30455,5
30456,3
30457,3
30458,3
30459,5
30460,3
30461,3
30462,3
30463,5
30464,6
30465,8
30466,3
30467,14
30468,6
30469,11
30470,6
30471,3
30472,5
30473,3
30474,5
30475,9
30476,10
30477,3
30478,3
30479,5
30480,6
30481,3
30482,5
30483,3
30484,5
30485,5
30486,3
30487,1
30488,3
30489,5
30490,3
30491,5
30492,3
30493,6
30494,3
30495,3
30496,3
30497,3
30498,5
30499,1
30500,1
30501,8
30502,3
30503,3
30504,6
30505,3
30506,5
30507,3
30508,3
30509,3
30510,3
30511,1
30512,5
30513,3
30514,3
30515,8
30516,3
30517,9
30518,3
30519,3
30520,6
30521,3
30522,3
30523,6
30524,5
30525,3
30526,3
30527,6
30528,5
30529,3
30530,12
30531,5
30532,5
30533,4
30534,1
30535,3
30536,3
30537,3
30538,5
30539,3
30540,5
30541,3
30542,6
30543,3
30544,6
30545,3
30546,1
30547,6
30548,3
30549,3
30550,4
30551,5
30552,4
30553,8
30554,3
30555,3
30556,9
30557,3
30558,3
30559,3
30560,3
30561,1
30562,3
30563,3
30564,3
30565,3
30566,3
30567,5
30568,3
30569,3
30570,3
30571,5
30572,3
30573,3
30574,6
30575,3
30576,4
30577,6
30578,3
30579,3
30580,3
30581,3
30582,3
30583,3
30584,3
30585,8
30586,3
30587,5
30588,3
30589,5
30590,6
30591,11
30592,3
30593,3
30594,3
30595,3
30596,3
30597,3
30598,6
30599,3
30600,3
30601,3
30602,3
30603,3
30604,5
30605,3
30606,3
30607,5
30608,5
30609,6
30610,3
30611,5
30612,3
30613,3
30614,17
30615,3
30616,3
30617,3
30618,1
30619,6
30620,1
30621,3
30622,6
30623,6
30624,3
30625,3
30626,3
30627,5
30628,3
30629,3
30630,3
30631,8
30632,3
30633,3
30634,6
30635,3
30636,6
30637,17
30638,3
30639,3
30640,3
30641,5
30642,3
30643,5
30644,5
30645,3
30646,3
30647,3
30648,5
30649,5
30650,3
30651,3
30652,3
30653,3
30654,3
30655,9
30656,3
30657,6
30658,1
30659,3
30660,5
30661,6
30662,6
30663,3
30664,5
30665,9
30666,3
30667,5
30668,3
30669,6
30670,3
30671,5
30672,12
30673,5
30674,1
30675,20
30676,12
30677,3
30678,12
30679,3
30680,9
30681,3
30682,1
30683,9
30684,3
30685,3
30686,3
30687,3
30688,3
30689,5
30690,3
30691,3
30692,3
30693,6
30694,3
30695,5
30696,5
30697,1
30698,1
30699,10
30700,5
30701,8
30702,3
30703,3
30704,11
30705,3
30706,5
30707,3
30708,5
30709,9
30710,3
30711,3
30712,18
30713,12
30714,8
30715,6
30716,5
30717,3
30718,5
30719,5
30720,3
30721,3
30722,9
30723,5
30724,3
30725,5
30726,3
30727,3
30728,5
30729,3
30730,6
30731,3
30732,9
30733,5
30734,3
30735,3
30736,3
30737,5
30738,3
30739,3
30740,1
30741,1
30742,5
30743,5
30744,3
30745,3
30746,3
30747,5
30748,6
30749,6
30750,5
30751,10
30752,11
30753,5
30754,3
30755,5
30756,3
30757,11
30758,12
30759,3
30760,3
30761,5
30762,6
30763,9
30764,3
30765,3
30766,8
30767,6
30768,3
30769,5
30770,3
30771,1
30772,8
30773,5
30774,3
30775,6
30776,5
30777,8
30778,5
30779,3
30780,5
30781,3
30782,1
30783,3
30784,3
30785,21
30786,6
30787,3
30788,6
30789,3
30790,13
30791,3
30792,9
30793,5
30794,3
30795,5
30796,3
30797,5
30798,5
30799,3
30800,3
30801,5
30802,3
30803,3
30804,9
30805,6
30806,3
30807,9
30808,3
30809,6
30810,6
30811,3
30812,3
30813,14
30814,3
30815,6
30816,3
30817,5
30818,3
30819,3
30820,3
30821,3
30822,3
30823,3
30824,3
30825,3
30826,3
30827,5
30828,5
30829,8
30830,3
30831,9
30832,5
30833,3
30834,6
30835,3
30836,6
30837,3
30838,6
30839,5
30840,5
30841,3
30842,5
30843,4
30844,3
30845,3
30846,1
30847,5
30848,3
30849,15
30850,3
30851,5
30852,5
30853,5
30854,3
30855,15
30856,5
30857,3
30858,3
30859,3
30860,3
30861,10
30862,3
30863,8
30864,3
30865,3
30866,1
30867,3
30868,3
30869,7
30870,3
30871,3
30872,3
30873,3
30874,9
30875,3
30876,5
30877,6
30878,13
30879,3
30880,3
30881,3
30882,3
30883,3
30884,3
30885,5
30886,3
30887,3
30888,3
30889,3
30890,9
30891,5
30892,3
30893,3
30894,18
30895,16
30896,5
30897,9
30898,5
30899,5
30900,3
30901,10
30902,3
30903,3
30904,5
30905,6
30906,9
30907,4
30908,3
30909,3
30910,3
30911,5
30912,3
30913,5
30914,3
30915,5
30916,3
30917,6
30918,3
30919,3
30920,3
30921,6
30922,3
30923,3
30924,3
30925,6
30926,23
30927,10
30928,3
30929,6
30930,3
30931,3
30932,5
30933,3
30934,6
30935,3
30936,5
30937,1
30938,1
30939,11
30940,12
30941,1
30942,5
30943,9
30944,3
30945,5
30946,5
30947,5
30948,3
30949,3
30950,5
30951,5
30952,5
30953,6
30954,3
30955,12
30956,6
30957,5
30958,5
30959,6
30960,3
30961,5
30962,9
30963,11
30964,4
30965,3
30966,12
30967,5
30968,5
30969,3
30970,3
30971,3
30972,1
30973,3
30974,3
30975,1
30976,3
30977,6
30978,1
30979,1
30980,3
30981,6
30982,5
30983,5
30984,8
30985,3
30986,1
30987,3
30988,3
30989,5
30990,3
30991,5
30992,3
30993,3
30994,12
30995,6
30996,6
30997,3
30998,3
30999,14
31000,1
31001,1
31002,3
31003,3
31004,3
31005,5
31006,3
31007,5
31008,1
31009,6
31010,6
31011,3
31012,1
31013,7
31014,6
31015,8
31016,6
31017,5
31018,3
31019,3
31020,5
31021,3
31022,3
31023,6
31024,3
31025,3
31026,11
31027,3
31028,6
31029,3
31030,5
31031,3
31032,3
31033,3
31034,3
31035,8
31036,3
31037,5
31038,5
31039,3
31040,11
31041,8
31042,3
31043,3
31044,6
31045,12
31046,1
31047,3
31048,6
31049,14
31050,5
31051,9
31052,5
31053,5
31054,3
31055,1
31056,3
31057,8
31058,3
31059,3
31060,6
31061,3
31062,3
31063,4
31064,1
31065,3
31066,5
31067,3
31068,3
31069,1
31070,5
31071,3
31072,3
31073,3
31074,3
31075,6
31076,3
31077,5
31078,3
31079,9
31080,8
31081,3
31082,3
31083,3
31084,5
31085,5
31086,6
31087,11
31088,3
31089,3
31090,15
31091,3
31092,3
31093,3
31094,1
31095,3
31096,8
31097,5
31098,3
31099,6
31100,5
31101,3
31102,3
31103,8
31104,3
31105,5
31106,3
31107,5
31108,5
31109,6
31110,6
31111,3
31112,9
31113,3
31114,5
31115,5
31116,3
31117,3
31118,1
31119,7
31120,3
31121,5
31122,6
31123,3
31124,1
31125,3
31126,5
31127,7
31128,5
31129,3
31130,5
31131,1
31132,5
31133,3
31134,3
31135,6
31136,5
31137,3
31138,10
31139,3
31140,3
31141,3
31142,3
31143,3
31144,9
31145,5
31146,1
31147,3
31148,3
31149,6
31150,9
31151,3
31152,3
31153,3
31154,3
31155,3
31156,3
31157,5
31158,3
31159,6
31160,3
31161,5
31162,6
31163,3
31164,3
31165,3
31166,7
31167,3
31168,8
31169,3
31170,1
31171,6
31172,7
31173,1
31174,9
31175,3
31176,5
31177,3
31178,3
31179,3
31180,3
31181,6
31182,3
31183,3
31184,9
31185,10
31186,5
31187,5
31188,10
31189,5
31190,3
31191,3
31192,3
31193,3
31194,3
31195,3
31196,6
31197,3
31198,3
31199,6
31200,3
31201,3
31202,6
31203,5
31204,5
31205,4
31206,3
31207,5
31208,6
31209,6
31210,3
31211,3
31212,3
31213,3
31214,3
31215,11
31216,1
31217,5
31218,3
31219,5
31220,5
31221,3
31222,4
31223,6
31224,3
31225,3
31226,3
31227,3
31228,6
31229,1
31230,5
31231,3
31232,8
31233,5
31234,6
31235,3
31236,3
31237,3
31238,5
31239,3
31240,3
31241,3
31242,3
31243,6
31244,5
31245,6
31246,6
31247,3
31248,3
31249,1
31250,3
31251,3
31252,3
31253,8
31254,9
31255,3
31256,5
31257,3
31258,14
31259,3
31260,3
31261,6
31262,5
31263,3
31264,10
31265,3
31266,3
31267,1
31268,1
31269,6
31270,3
31271,5
31272,5
31273,3
31274,3
31275,6
31276,6
31277,3
31278,3
31279,3
31280,1
31281,10
31282,3
31283,3
31284,5
31285,3
31286,4
31287,3
31288,3
31289,3
31290,3
31291,5
31292,5
31293,6
31294,5
31295,3
31296,3
31297,5
31298,3
31299,8
31300,6
31301,3
31302,11
31303,14
31304,3
31305,3
31306,5
31307,5
31308,9
31309,3
31310,8
31311,6
31312,5
31313,7
31314,4
31315,3
31316,5
31317,1
31318,3
31319,9
31320,3
31321,3
31322,4
31323,6
31324,3
31325,6
31326,3
31327,3
31328,6
31329,3
31330,3
31331,3
31332,3
31333,7
31334,3
31335,9
31336,3
31337,11
31338,10
31339,5
31340,3
31341,3
31342,6
31343,3
31344,11
31345,3
31346,8
31347,3
31348,1
31349,3
31350,3
31351,1
31352,3
31353,5
31354,3
31355,1
31356,5
31357,5
31358,5
31359,6
31360,6
31361,3
31362,6
31363,8
31364,3
31365,12
31366,3
31367,3
31368,6
31369,3
31370,3
31371,5
31372,1
31373,4
31374,9
31375,11
31376,3
31377,1
31378,4
31379,8
31380,6
31381,3
31382,6
31383,3
31384,14
31385,5
31386,6
31387,18
31388,6
31389,6
31390,3
31391,11
31392,1
31393,5
31394,3
31395,3
31396,3
31397,3
31398,5
31399,3
31400,3
31401,3
31402,3
31403,3
31404,13
31405,5
31406,3
31407,8
31408,5
31409,3
31410,6
31411,6
31412,3
31413,5
31414,5
31415,3
31416,6
31417,5
31418,3
31419,4
31420,5
31421,6
31422,5
31423,5
31424,5
31425,3
31426,3
31427,6
31428,1
31429,5
31430,5
31431,6
31432,1
31433,3
31434,16
31435,1
31436,1
31437,3
31438,3
31439,3
31440,3
31441,6
31442,3
31443,5
31444,5
31445,12
31446,2
31447,3
31448,3
31449,8
31450,3
31451,6
31452,6
31453,5
31454,3
31455,5
31456,6
31457,3
31458,9
31459,4
31460,9
31461,5
31462,5
31463,4
31464,6
31465,3
31466,3
31467,5
31468,3
31469,5
31470,3
31471,3
31472,5
31473,3
31474,12
31475,3
31476,5
31477,3
31478,3
31479,3
31480,3
31481,3
31482,5
31483,3
31484,1
31485,5
31486,3
31487,3
31488,3
31489,5
31490,7
31491,6
31492,9
31493,3
31494,3
31495,3
31496,3
31497,6
31498,5
31499,6
31500,3
31501,5
31502,3
31503,3
31504,3
31505,3
31506,3
31507,3
31508,6
31509,5
31510,3
31511,6
31512,3
31513,3
31514,4
31515,10
31516,6
31517,3
31518,3
31519,3
31520,3
31521,11
31522,10
31523,3
31524,3
31525,3
31526,27
31527,3
31528,5
31529,3
31530,6
31531,5
31532,5
31533,3
31534,3
31535,3
31536,9
31537,3
31538,6
31539,3
31540,8
31541,1
31542,3
31543,3
31544,3
31545,3
31546,3
31547,3
31548,6
31549,3
31550,6
31551,5
31552,8
31553,6
31554,6
31555,3
31556,9
31557,10
31558,10
31559,3
31560,3
31561,3
31562,3
31563,3
31564,1
31565,3
31566,12
31567,1
31568,8
31569,5
31570,3
31571,6
31572,3
31573,3
31574,8
31575,3
31576,9
31577,3
31578,3
31579,5
31580,3
31581,5
31582,3
31583,3
31584,3
31585,17
31586,18
31587,6
31588,1
31589,3
31590,3
31591,6
31592,6
31593,1
31594,3
31595,3
31596,4
31597,3
31598,6
31599,3
31600,3
31601,6
31602,6
31603,13
31604,1
31605,6
31606,4
31607,6
31608,9
31609,3
31610,5
31611,1
31612,9
31613,3
31614,8
31615,3
31616,19
31617,3
31618,5
31619,3
31620,5
31621,3
31622,3
31623,3
31624,4
31625,6
31626,4
31627,6
31628,3
31629,6
31630,4
31631,1
31632,3
31633,3
31634,3
31635,6
31636,6
31637,3
31638,3
31639,9
31640,9
31641,3
31642,3
31643,1
31644,5
31645,3
31646,3
31647,3
31648,6
31649,8
31650,5
31651,4
31652,3
31653,1
31654,3
31655,6
31656,6
31657,6
31658,4
31659,3
31660,3
31661,3
31662,3
31663,3
31664,3
31665,3
31666,3
31667,9
31668,5
31669,5
31670,3
31671,3
31672,3
31673,3
31674,11
31675,8
31676,6
31677,6
31678,6
31679,3
31680,3
31681,3
31682,12
31683,3
31684,3
31685,7
31686,6
31687,3
31688,7
31689,3
31690,3
31691,3
31692,11
31693,3
31694,3
31695,3
31696,3
31697,6
31698,3
31699,8
31700,5
31701,3
31702,3
31703,3
31704,3
31705,1
31706,5
31707,1
31708,5
31709,6
31710,6
31711,3
31712,5
31713,18
31714,3
31715,6
31716,1
31717,6
31718,5
31719,5
31720,3
31721,3
31722,6
31723,3
31724,6
31725,5
31726,6
31727,6
31728,12
31729,8
31730,3
31731,3
31732,9
31733,3
31734,5
31735,5
31736,6
31737,8
31738,3
31739,5
31740,3
31741,3
31742,3
31743,3
31744,3
31745,3
31746,6
31747,3
31748,6
31749,3
31750,6
31751,3
31752,4
31753,3
31754,3
31755,10
31756,3
31757,3
31758,3
31759,3
31760,3
31761,4
31762,3
31763,3
31764,5
31765,5
31766,3
31767,5
31768,9
31769,3
31770,10
31771,5
31772,5
31773,1
31774,3
31775,15
31776,6
31777,5
31778,5
31779,3
31780,5
31781,7
31782,6
31783,6
31784,5
31785,6
31786,3
31787,5
31788,3
31789,9
31790,3
31791,3
31792,3
31793,3
31794,3
31795,3
31796,9
31797,3
31798,3
31799,6
31800,1
31801,8
31802,9
31803,13
31804,5
31805,1
31806,3
31807,5
31808,3
31809,3
31810,3
31811,5
31812,3
31813,5
31814,6
31815,5
31816,9
31817,3
31818,3
31819,5
31820,3
31821,4
31822,6
31823,3
31824,3
31825,9
31826,9
31827,1
31828,6
31829,12
31830,6
31831,3
31832,6
31833,3
31834,6
31835,5
31836,3
31837,5
31838,10
31839,3
31840,3
31841,6
31842,3
31843,6
31844,6
31845,3
31846,9
31847,8
31848,5
31849,3
31850,3
31851,3
31852,3
31853,8
31854,3
31855,6
31856,3
31857,3
31858,6
31859,5
31860,5
31861,2
31862,3
31863,8
31864,3
31865,5
31866,6
31867,3
31868,6
31869,3
31870,3
31871,6
31872,3
31873,8
31874,6
31875,3
31876,6
31877,5
31878,3
31879,5
31880,3
31881,3
31882,3
31883,5
31884,6
31885,3
31886,1
31887,12
31888,5
31889,3
31890,6
31891,4
31892,3
31893,6
31894,3
31895,3
31896,3
31897,3
31898,6
31899,3
31900,6
31901,3
31902,3
31903,3
31904,3
31905,11
31906,5
31907,3
31908,6
31909,3
31910,3
31911,8
31912,3
31913,3
31914,3
31915,3
31916,3
31917,3
31918,5
31919,5
31920,5
31921,6
31922,1
31923,6
31924,3
31925,6
31926,3
31927,3
31928,5
31929,5
31930,3
31931,5
31932,3
31933,5
31934,9
31935,3
31936,3
31937,3
31938,6
31939,3
31940,1
31941,3
31942,3
31943,6
31944,4
31945,3
31946,6
31947,6
31948,4
31949,3
31950,6
31951,5
31952,3
31953,1
31954,3
31955,5
31956,3
31957,3
31958,3
31959,3
31960,5
31961,3
31962,3
31963,5
31964,3
31965,3
31966,3
31967,6
31968,6
31969,3
31970,6
31971,1
31972,6
31973,6
31974,11
31975,6
31976,3
31977,3
31978,1
31979,6
31980,3
31981,3
31982,3
31983,3
31984,6
31985,5
31986,3
31987,5
31988,3
31989,3
31990,6
31991,9
31992,3
31993,3
31994,3
31995,3
31996,3
31997,1
31998,3
31999,3
32000,3
32001,10
32002,3
32003,3
32004,3
32005,3
32006,3
32007,3
32008,3
32009,3
32010,6
32011,3
32012,6
32013,3
32014,1
32015,3
32016,3
32017,3
32018,5
32019,3
32020,3
32021,5
32022,21
32023,3
32024,3
32025,5
32026,3
32027,5
32028,6
32029,5
32030,3
32031,3
32032,3
32033,3
32034,1
32035,3
32036,5
32037,3
32038,6
32039,1
32040,3
32041,3
32042,9
32043,6
32044,5
32045,4
32046,8
32047,3
32048,8
32049,15
32050,3
32051,3
32052,3
32053,9
32054,3
32055,3
32056,10
32057,3
32058,6
32059,1
32060,5
32061,3
32062,3
32063,5
32064,3
32065,5
32066,5
32067,3
32068,6
32069,3
32070,3
32071,3
32072,9
32073,3
32074,3
32075,6
32076,3
32077,6
32078,3
32079,3
32080,9
